"bone_length","rotting_flesh","hair_length","has_soul","color","type"
0.502229029456592,0.504398928842993,0.263548964661225,0.121686692610616,"white","Ghost"
0.390769160066557,0.801720579003866,0.205236325523118,0.1278768795129,"white","Ghost"
0.523832930184412,0.280965104304521,0.475646820922854,0.664575850832531,"white","Ghoul"
0.575559905025466,0.425868432210585,0.531401378709141,0.439898877037289,"green","Goblin"
0.232300678107884,0.425966947067856,0.577818674171586,0.733815877405728,"white","Ghoul"
0.687255500291495,0.301576168127288,0.761948730693075,0.51377873086033,"clear","Ghoul"
0.669419090147546,0.672587922802271,0.88308762324,0.524492410792037,"clear","Ghoul"
0.351558672094453,0.471078171657255,0.484457781722668,0.465327880284495,"black","Goblin"
0.605835956148117,0.587943178667441,0.529361248889943,0.526717647222721,"blue","Ghoul"
0.481716358805745,0.527250821022259,0.740269880519788,0.70085690481819,"blood","Ghoul"
0.14507076368102,0.395060130930398,0.333883527840349,0.286773417572454,"clear","Ghost"
0.296604521582498,0.352156866821918,0.90181023619074,0.541123474054494,"green","Ghoul"
0.465093947811331,0.439323248621893,0.24933710563099,0.197381790036612,"green","Ghost"
0.644175554414937,0.593844071877417,0.728079053123529,0.561781958747674,"clear","Ghoul"
0.184171847905388,0.715130923586964,0.134600362595647,0.227068406861726,"blood","Ghost"
0.624388272363575,0.661234887190755,0.574457817809525,0.642299576194914,"blue","Goblin"
0.580302520417546,0.179727083168268,0.515926683649025,0.623419056459469,"clear","Goblin"
0.4315007990246,0.349554897239567,0.468936452832266,0.19441331044345,"white","Goblin"
0.336573415626431,0.243091960205088,0.253458862674325,0.545023421309658,"white","Goblin"
0.476466077729143,0.534581196400803,0.342815920723563,0.526784785628353,"clear","Goblin"
0.395575694074483,0.798590207275305,0.330821888926552,0.204003855076247,"white","Ghost"
0.168908500393873,0.648866470119319,0.303927408524465,0.25543993488181,"clear","Ghost"
0.753505139544567,0.511412986498271,0.684979440373718,0.501543665845033,"white","Ghoul"
0.481639730978911,0.501147115043519,0.496446249502965,0.544003231640007,"clear","Ghoul"
0.385218947270804,0.712219552016298,0.391880434255483,0.417344313262275,"white","Ghost"
0.250522836758047,0.650506323189865,0.384925273996503,0.385881661458657,"blood","Ghost"
0.424968992569728,0.240298712991126,0.338677867263318,0.0889244709798439,"white","Ghost"
0.268141288100927,0.665223919623531,0.234943832038145,0.321622609676948,"clear","Ghost"
0.493394754827891,0.501551767875182,0.660366861706103,0.605896960260879,"clear","Ghoul"
0.272523204417244,0.389352435742487,0.164073819406359,0.594088337458059,"white","Ghost"
0.18778053000659,0.736491045858784,0.344347899670732,0.346306246250573,"clear","Ghost"
0.609160660124914,0.717767019513271,0.658847646609787,0.466371665220606,"white","Ghoul"
0.626614562903031,0.389804773256075,0.620758044689652,0.712548831421841,"white","Ghoul"
0.323805347338963,0.505963196608317,0.496038328265934,0.659683588627049,"white","Goblin"
0.20999665083892,0.497112319529998,0.642450591391045,0.327212061330789,"blue","Goblin"
0.471764496625206,0.801465001773708,0.230619061532971,0.285066555397432,"black","Ghost"
0.62237146838981,0.385204012519458,0.308994719987491,0.295509467028527,"white","Ghost"
0.252512821690625,0.479092832807019,0.658847086285541,0.330915224116206,"white","Goblin"
0.350838081677592,0.454636954496815,0.783000891298478,0.674478604339217,"clear","Ghoul"
0.397258025900726,0.672984804977104,0.551664338357945,0.159367004364845,"white","Ghost"
0.364816545613197,0.811582538830446,0.332545676426889,0.161254939842023,"white","Ghost"
0.525484899817774,0.667703334928143,0.38071658334556,0.455844542873174,"white","Goblin"
0.396297855215085,0.460407019251291,0.515815395861687,0.476212366092885,"white","Goblin"
0.348991424008238,0.564232996295252,0.48119040076355,0.177172419325805,"white","Ghost"
0.540806326662184,0.323365183976751,0.69060531885766,0.698480465345588,"white","Ghoul"
0.311418215897251,0.815466055340937,0.461067605838411,0.127148601281908,"black","Ghost"
0.275021137662658,0.689974926193199,0.586512780137774,0.402748550734182,"clear","Goblin"
0.357145362992381,0.489931419712909,0.698189984147476,0.753687080953103,"clear","Ghoul"
0.394958195117346,0.573941181758069,0.47909415185512,0.482692687135969,"white","Ghost"
0.34408685581217,0.24466193969231,0.529963477538312,0.377121422586196,"clear","Goblin"
0.486744013313679,0.462666487689451,0.840012568582283,0.353382723025757,"clear","Goblin"
0.757137738095665,0.556602001757079,0.7607364502095,0.570260447562577,"black","Ghoul"
0.297147848268564,0.531544217494227,0.31200160374415,0.382699555004871,"clear","Goblin"
0.587570659847358,0.448059787891299,0.706311766057396,0.583415335471317,"clear","Ghoul"
0.389927680051361,0.402729285586075,0.474254675734824,0.419319496999229,"white","Goblin"
0.322303941310501,0.551658626195479,0.849211355279087,0.517090969391661,"white","Ghoul"
0.572493966460313,0.516334936408501,0.463062609210906,0.291004329546511,"white","Ghost"
0.29181552912435,0.498400440932576,0.587628012145171,0.23796628009425,"clear","Ghost"
0.280941744097911,0.701457492994213,0.179633295116853,0.141182650710004,"white","Ghost"
0.554509599235025,0.630669395581239,0.592484226578355,0.61536431261308,"white","Goblin"
0.415109696469884,0.434616039221571,0.707469245394493,0.526318896345777,"white","Ghoul"
0.464590985514681,0.715400806822986,0.623505782795633,0.296506283070505,"black","Goblin"
0.600897867184238,0.411729584430756,0.717727297823534,0.53164055863869,"white","Ghoul"
0.320364231231399,0.212537769776485,0.592558789003902,0.343989894496524,"white","Goblin"
0.512676685879371,0.41747377851891,0.678072186028185,0.796332370435532,"white","Ghoul"
0.208884951007868,0.399537469172775,0.421703562983313,0.216800294909902,"black","Ghost"
0.298797115466452,0.553370274519637,0.306682343035017,0.36085346681747,"white","Ghost"
0.730848125900856,0.536455780182929,0.408065586146574,0.787512789414912,"clear","Ghoul"
0.613364526946671,0.489437893638353,0.580807995035686,0.59984603035508,"white","Ghoul"
0.22479754414282,0.606908116591905,0.446721296121142,0.412232574908162,"white","Ghost"
0.321529533481063,0.45682280385607,0.320145279503971,0.415155333972578,"white","Ghost"
0.499609645606079,0.436474778784614,0.591752016923535,0.659621830780024,"clear","Ghoul"
0.584176667331637,0.445350201929733,0.71432347325715,0.650263830879671,"clear","Ghoul"
0.367798958829808,0.637446287652812,0.41635373705787,0.41592985614676,"clear","Ghost"
0.452126252723139,0.636625525383579,0.162714724249451,0.0999041666877589,"white","Ghost"
0.322510326279014,0.434101391705147,0.595879994661903,0.609615842284029,"white","Goblin"
